instance,n,初期解,BSPR,BSPR,EBSPR,EBSPR,BSS,BSS,EBSS,EBSS
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
lymphography,148,16474,19170,19170,19170,19170,19138,19138,19170,19170
,,0.000,0.000,0.000,0.016,0.031,0.031,0.031,0.016
primary-tumor,339,323524,323614,323614,323614,323614,323614,323614,323614,323614
,,0.000,0.000,0.016,0.016,0.031,0.016,0.016,0.031
soup,209,4380,4619,4619,4619,4619,4613,4613,4623,4623
,,0.047,0.031,0.016,0.000,0.078,0.078,0.031,0.031
soybean-21,47,3041,3041,3041,3041,3041,3041,3041,3041,3041
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
soybean-35,47,14613,14613,14613,14613,14613,14613,14613,14613,14613
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
soybean-large,307,313930,316080,316080,316080,316080,315824,315824,316309,316309
,,0.047,0.031,0.031,0.016,0.125,0.125,0.062,0.062
sponge,76,25530,25677,25677,25677,25677,25530,25530,25530,25530
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ta-evaluation,151,1077,1108,1108,1108,1108,1102,1102,1102,1102
,,0.016,0.000,0.000,0.000,0.000,0.016,0.016,0.000
zoo,101,16816,16948,16948,16948,16948,16844,16844,16844,16844
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boc_1,46,44,52,52,55,55,51,51,52,52
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boc_2,46,54,61,61,61,61,57,57,59,59
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boc_3,46,53,59,59,59,59,59,59,60,60
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boc_4,46,40,46,46,47,47,41,41,41,41
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boc_5,46,58,72,72,72,72,72,72,72,72
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boc_6,46,59,76,76,76,76,76,76,76,76
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016
boc_7,46,77,78,78,78,78,78,78,78,78
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boc_8,46,50,55,55,55,55,54,54,54,54
,,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000
boc_9,46,82,89,89,89,89,87,87,87,87
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boc_10,46,59,66,66,68,68,70,70,68,68
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
boe_91,55,58,76,76,77,77,75,75,76,76
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
bur_69,55,87,98,98,98,98,96,96,96,96
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
bur_73,126,102,123,123,124,124,114,114,114,114
,,0.000,0.016,0.016,0.000,0.000,0.000,0.000,0.000
bur_75,59,58,65,65,65,65,64,64,64,64
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
bur_91,59,57,68,68,68,68,67,67,67,67
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
can_97,68,130,157,157,157,157,144,144,141,141
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cha_86,55,92,102,102,102,102,100,100,100,100
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
cha_87,140,296,347,347,347,347,347,347,347,347
,,0.000,0.016,0.000,0.000,0.016,0.016,0.000,0.000
gro_80,43,40,47,47,46,46,47,47,47,47
,,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000
ira_95,31,33,36,36,38,38,37,37,37,37
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
kat_97,108,133,171,171,171,171,168,168,170,170
,,0.016,0.016,0.000,0.000,0.016,0.016,0.000,0.016
kin_80,38,37,37,37,37,37,38,38,38,38
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
lee_97,70,110,115,115,115,115,115,115,115,115
,,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000
mas_97,35,36,40,40,41,41,38,38,39,39
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
mcc_72,40,39,43,43,43,43,43,43,43,43
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
mil_91,60,39,43,43,43,43,41,41,41,41
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
nai_96a,64,108,117,117,117,117,117,117,117,117
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
nai_96b,64,93,93,93,93,93,93,93,93,93
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
nai_96c,64,79,91,91,91,91,91,91,91,91
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
nai_96d,64,66,74,74,74,74,71,71,71,71
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
rog_05,65,48,52,52,53,53,49,49,49,49
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sei_88,33,47,53,53,54,54,53,53,53,53
,,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000
sul_91,31,43,45,45,46,46,44,44,44,44
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Wang250,250,357,386,386,393,393,396,396,388,388
,,0.047,0.047,0.000,0.016,0.109,0.109,0.031,0.016
Wang800,800,1357,1639,1639,1642,1642,1616,1616,1625,1625
,,5.797,5.656,0.281,0.234,10.781,10.609,0.641,0.609
Wang1150,1150,2549,3060,3060,3110,3110,3021,3021,3114,3114
,,20.266,20.391,0.953,0.984,57.516,56.656,2.875,2.750
ce50-20,50,35,44,44,44,44,40,40,45,45
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ce50-30,50,53,70,70,75,75,68,68,67,67
,,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000
ce50-40,50,71,82,82,86,86,83,83,82,82
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ce50-50,50,116,153,153,154,154,150,150,151,151
,,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000
ce50-60,50,245,254,254,254,254,254,254,254,254
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ce60-20,60,47,63,63,68,68,65,65,65,65
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ce60-30,60,62,86,86,87,87,81,81,88,88
,,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000
ce60-40,60,94,125,125,127,127,124,124,129,129
,,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000
ce60-50,60,141,176,176,184,184,183,183,181,181
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ce60-60,60,354,369,369,369,369,369,369,369,369
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ce70-20,70,60,80,80,83,83,79,79,78,78
,,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000
ce70-30,70,90,107,107,108,108,99,99,96,96
,,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000
ce70-40,70,117,158,158,159,159,151,151,159,159
,,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000
ce70-50,70,180,256,256,258,258,241,241,240,240
,,0.000,0.016,0.000,0.000,0.016,0.000,0.000,0.000
ce70-60,70,483,491,491,491,491,490,490,491,491
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ce80-20,80,78,93,93,94,94,81,81,81,81
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ce80-30,80,93,140,140,138,138,121,121,131,131
,,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000
ce80-40,80,133,182,182,197,197,170,170,171,171
,,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000
ce80-50,80,218,287,287,289,289,276,276,277,277
,,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.016
ce80-60,80,632,657,657,657,657,657,657,657,657
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
rand100-5,100,931,1284,1284,1354,1354,1281,1281,1288,1288
,,0.016,0.016,0.000,0.000,0.016,0.000,0.016,0.000
rand100-100,100,16478,21634,21634,22291,22291,22193,22193,22523,22523
,,0.000,0.016,0.016,0.000,0.016,0.016,0.016,0.000
rand200-5,200,2469,3735,3735,3777,3777,3767,3767,3645,3645
,,0.109,0.094,0.031,0.031,0.172,0.188,0.016,0.031
rand200-100,200,48163,66118,66118,70109,70109,67759,67759,67939,67939
,,0.109,0.109,0.031,0.031,0.219,0.203,0.031,0.016
rand300-5,300,4290,6931,6931,7142,7142,6580,6580,6978,6978
,,0.359,0.359,0.078,0.078,0.547,0.516,0.094,0.094
rand300-100,300,87622,132952,132952,139849,139849,134807,134807,140653,140653
,,0.359,0.406,0.078,0.078,0.688,0.672,0.109,0.125
rand400-5,400,6476,10600,10600,10920,10920,10632,10632,11110,11110
,,1.234,1.156,0.125,0.125,1.969,1.984,0.219,0.203
rand400-100,400,126037,198450,198450,206454,206454,195666,195666,205521,205521
,,0.844,0.844,0.203,0.188,1.516,1.453,0.219,0.250
rand500-5,500,9110,15365,15365,15649,15649,15372,15372,15669,15669
,,2.375,2.391,0.391,0.422,3.406,3.453,0.484,0.484
rand500-100,500,159886,279062,279062,283418,283418,274987,274987,282478,282478
,,3.484,3.391,0.328,0.312,5.484,5.516,0.422,0.406
regnier300-50,300,20206,29680,29680,31566,31566,29812,29812,30670,30670
,,0.250,0.266,0.062,0.062,0.438,0.438,0.047,0.062
sym300-50,300,11208,15532,15532,15778,15778,15542,15542,15968,15968
,,0.438,0.422,0.047,0.062,0.516,0.500,0.109,0.109
zahn300,300,1385,2176,2176,2274,2274,2217,2217,2265,2265
,,0.359,0.359,0.109,0.125,0.688,0.703,0.109,0.094
p500-5-1,500,9334,15637,15637,15848,15848,15556,15556,15970,15970
,,2.734,2.797,0.250,0.250,3.969,3.641,0.516,0.453
p500-5-2,500,8562,14443,14443,15351,15351,14522,14522,15616,15616
,,2.172,2.125,0.328,0.328,4.344,4.453,0.375,0.359
p500-5-3,500,8527,15061,15061,15345,15345,14758,14758,15272,15272
,,2.312,2.484,0.266,0.297,3.391,3.469,0.516,0.547
p500-5-4,500,8390,14198,14198,15051,15051,14417,14417,15323,15323
,,2.344,2.344,0.344,0.328,3.750,3.594,0.375,0.422
p500-5-5,500,8503,14631,14631,15327,15327,14186,14186,15301,15301
,,2.516,2.484,0.234,0.234,4.141,4.016,0.469,0.469
p500-5-6,500,8492,14033,14033,15116,15116,14191,14191,14852,14852
,,2.234,2.141,0.391,0.469,3.641,3.531,0.328,0.281
p500-5-7,500,8231,14629,14629,15109,15109,14389,14389,15055,15055
,,2.484,2.469,0.469,0.516,4.047,3.844,0.531,0.547
p500-5-8,500,8449,14685,14685,14898,14898,14540,14540,14916,14916
,,2.938,2.922,0.297,0.328,3.641,3.750,0.391,0.391
p500-5-9,500,8323,14490,14490,14834,14834,14524,14524,14686,14686
,,2.453,2.359,0.375,0.438,4.438,4.781,0.234,0.250
p500-5-10,500,9149,15107,15107,15846,15846,15062,15062,15627,15627
,,2.672,2.844,0.516,0.531,3.891,3.641,0.469,0.438
p500-100-1,500,157046,274854,274854,274730,274730,263174,263174,273320,273320
,,2.734,2.688,0.281,0.297,4.250,4.219,0.656,0.641
p500-100-2,500,158442,267045,267045,279994,279994,277224,277224,285026,285026
,,2.156,2.141,0.250,0.250,3.828,3.719,0.656,0.734
p500-100-3,500,160609,268607,268607,281100,281100,279720,279720,278223,278223
,,2.172,2.250,0.375,0.375,4.344,4.281,0.297,0.266
p500-100-4,500,159988,276182,276182,281882,281882,272729,272729,282007,282007
,,2.719,2.656,0.281,0.312,3.656,3.625,0.516,0.469
p500-100-5,500,158007,265200,265200,271183,271183,275210,275210,273353,273353
,,2.719,2.906,0.328,0.344,4.875,4.891,0.750,0.703
p500-100-6,500,154241,263667,263667,277083,277083,270133,270133,274104,274104
,,2.859,2.766,0.328,0.328,4.266,4.250,0.625,0.672
p500-100-7,500,153464,282399,282399,285554,285554,286775,286775,281646,281646
,,3.219,3.297,0.359,0.344,5.094,5.109,0.562,0.531
p500-100-8,500,154703,274512,274512,267723,267723,272788,272788,273889,273889
,,3.141,3.062,0.297,0.281,4.703,4.703,0.375,0.375
p500-100-9,500,158595,260994,260994,271285,271285,270175,270175,267765,267765
,,2.531,2.500,0.375,0.375,4.453,4.328,0.422,0.391
p500-100-10,500,167828,274885,274885,285798,285798,273220,273220,282566,282566
,,2.609,2.516,0.281,0.297,3.938,3.750,0.484,0.422
p1000-1,1000,373372,791251,790339,786463,786875,772586,772586,788629,788629
,,46.688,55.938,3.719,3.938,91.047,90.406,4.688,4.688
p1000-2,1000,382759,788971,804329,780713,780521,755008,755008,778445,778445
,,48.000,63.656,3.000,3.750,71.562,71.672,5.531,5.516
p1000-3,1000,371509,758366,758366,766768,775389,746095,746095,777162,777162
,,36.859,40.828,2.938,6.047,73.281,73.359,7.406,7.453
p1000-4,1000,384270,760815,772410,765834,765834,720262,720262,760746,760746
,,41.516,52.891,3.797,4.781,78.312,79.188,6.422,6.453
p1000-5,1000,398275,772809,772809,793529,821360,769758,769758,783868,783868
,,41.625,44.609,3.703,8.641,75.953,76.141,5.547,5.594
p1500-1,1500,622171,1397182,1414136,1378454,1465852,1355196,1355196,1402727,1402727
,,138.719,217.312,8.672,24.953,432.344,431.547,18.844,18.875
p1500-2,1500,683329,1415222,1474585,1426791,1490974,1400776,1400776,1458161,1458161
,,124.047,230.469,11.766,30.297,371.453,370.594,18.172,17.844
p1500-3,1500,642796,1397818,1413872,1405685,1431806,1367585,1367585,1400057,1400057
,,121.875,178.141,10.875,25.219,419.984,422.219,26.484,26.594
p1500-4,1500,656872,1424249,1486562,1403184,1505439,1499635,1499635,1478348,1478348
,,100.844,208.047,6.812,19.172,499.266,501.812,33.375,32.969
p1500-5,1500,629767,1373208,1404655,1386734,1423515,1371836,1371836,1393594,1393594
,,160.359,244.031,12.453,18.406,409.562,408.406,24.250,24.297
p2000-1,2000,932606,2094146,2227220,2120547,2302187,2167381,2167381,2182094,2182094
,,284.188,662.281,23.281,61.672,1200.062,1203.234,54.719,54.859
p2000-2,2000,933798,2079709,2207777,2066201,2182049,2119285,2119285,2144464,2144464
,,296.094,656.688,22.859,36.422,1272.266,1273.344,45.969,45.688
p2000-3,2000,938515,2136387,2286769,2080512,2301612,2236072,2236072,2291293,2291293
,,228.984,568.938,16.047,45.062,1048.516,1049.000,50.828,50.797
p2000-4,2000,939887,2093416,2212021,2112090,2289304,2122602,2122602,2192497,2192497
,,338.594,725.672,21.016,56.016,1380.969,1377.484,50.406,50.500
p2000-5,2000,945287,2126433,2282773,2076458,2243252,2160867,2160867,2205789,2205789
,,258.734,682.094,17.109,52.328,1097.406,1095.984,68.781,67.812
gauss500-100-1,500,151768,232193,232193,239334,239334,225936,225936,232629,232629
,,2.281,2.234,0.297,0.234,3.453,3.344,0.500,0.562
gauss500-100-2,500,152840,239014,239014,240293,240293,228315,228315,238467,238467
,,2.391,2.359,0.281,0.281,2.938,2.984,0.250,0.250
gauss500-100-3,500,145785,227407,227407,231810,231810,218876,218876,228141,228141
,,1.953,1.969,0.328,0.359,3.422,3.375,0.453,0.469
gauss500-100-4,500,155529,231182,231182,244101,244101,242747,242747,242104,242104
,,1.703,1.719,0.328,0.297,4.109,4.312,0.391,0.422
gauss500-100-5,500,155477,240551,240551,246755,246755,238411,238411,241531,241531
,,1.984,2.047,0.391,0.375,3.469,3.344,0.531,0.469
unif700-100-1,700,242967,458219,458219,470211,470211,443522,443522,452719,452719
,,10.797,11.328,1.141,1.078,13.516,13.266,1.266,1.281
unif700-100-2,700,249273,446241,446241,470209,470209,438617,438617,466715,466715
,,11.406,11.609,1.078,1.328,16.516,16.953,1.469,1.500
unif700-100-3,700,238260,442253,442253,449901,449901,450232,450232,452041,452041
,,13.797,13.922,0.828,1.062,16.297,16.109,1.547,1.469
unif700-100-4,700,241283,450467,450467,467733,467733,443689,443689,459150,459150
,,11.672,11.688,1.391,1.750,17.641,17.203,2.500,2.438
unif700-100-5,700,238406,454225,454225,456968,456968,430150,430150,457087,457087
,,12.125,12.375,1.141,1.484,12.453,12.875,1.078,1.031
unif800-100-1,800,293777,581811,581811,581846,580883,559261,559261,573294,573294
,,25.500,28.734,2.016,2.375,30.328,30.188,1.969,1.922
unif800-100-2,800,285387,561545,561545,567697,567697,550400,550400,567900,567900
,,20.484,22.156,2.375,3.125,30.969,30.922,3.078,2.844
unif800-100-3,800,290483,551816,551816,569233,569233,556887,556887,554898,554898
,,18.250,19.016,2.453,2.828,23.984,23.641,3.125,2.969
unif800-100-4,800,294467,529190,529190,559220,559220,534984,534984,555637,555637
,,15.969,16.234,2.188,2.500,32.422,31.484,2.734,2.641
unif800-100-5,800,279314,566443,566443,570033,570109,550609,550609,556520,556520
,,18.953,20.188,2.641,3.406,27.453,26.609,3.609,3.594
b2500-1,2500,481096,883381,904853,877882,925625,850806,850806,876705,876705
,,905.312,1470.344,41.281,90.688,3071.344,2473.766,242.125,241.641
b2500-2,2500,483199,884979,896373,879308,916873,860660,860660,868524,868524
,,663.109,1052.766,33.219,73.078,2430.094,2439.922,68.359,68.422
b2500-3,2500,494871,897499,939169,901006,940550,891429,891429,908768,908768
,,614.469,1240.188,33.375,66.891,>3600,>3600,120.844,174.625
b2500-4,2500,478235,890432,954543,883402,933482,874401,874401,886076,886076
,,663.078,1495.328,22.469,49.438,2754.562,2750.141,113.031,112.797
b2500-5,2500,479992,892536,896865,877361,911113,831174,831174,877938,877938
,,788.203,1186.031,25.375,58.734,3282.672,3274.281,129.578,129.578
b2500-6,2500,491824,895523,943832,891350,925306,866342,866342,876494,876494
,,629.062,1251.844,35.641,53.531,2403.094,2403.391,83.312,83.750
b2500-7,2500,496437,883723,931719,893345,927912,879071,879071,873399,873399
,,607.703,1288.641,24.688,54.688,2609.969,2605.047,41.438,41.297
b2500-8,2500,494393,883464,929510,885246,932339,874533,874533,894711,894711
,,665.578,1396.719,28.141,66.188,2251.359,2247.250,95.984,96.156
b2500-9,2500,489150,881380,897147,882046,937955,878905,878905,894355,894355
,,589.578,984.047,26.594,75.766,2841.953,2847.469,108.609,108.922
b2500-10,2500,487156,885396,910514,878018,933106,859333,859333,877363,877363
,,770.094,1297.703,28.969,72.031,1971.109,1970.891,109.328,108.594
CPn35-1,35,4973,6770,6770,6830,6830,6567,6567,6987,6987
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CPn35-2,35,3851,6097,6097,6431,6431,5689,5689,7008,7008
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CPn35-3,35,4390,6019,6019,6881,6881,6242,6242,6740,6740
,,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000
CPn35-4,35,3737,5997,5997,6831,6831,7104,7104,7016,7016
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016
CPn45-1,45,5800,9465,9465,11040,11040,8182,8182,9915,9915
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CPn45-2,45,6895,10206,10206,11720,11720,10125,10125,10709,10709
,,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000
CPn45-3,45,6025,9461,9461,10318,10318,9252,9252,10005,10005
,,0.000,0.000,0.000,0.000,0.016,0.016,0.000,0.000
CPn45-4,45,5773,9003,9003,9754,9754,8719,8719,9265,9265
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CPn50-1,50,6797,12100,12100,12629,12629,10851,10851,12169,12169
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CPn50-2,50,7000,11957,11957,12672,12672,11732,11732,12741,12741
,,0.016,0.000,0.000,0.000,0.016,0.000,0.000,0.000
CPn50-3,50,6635,10915,10915,11230,11230,10771,10771,10673,10673
,,0.000,0.000,0.000,0.000,0.016,0.000,0.016,0.000
CPn50-4,50,6664,11585,11585,11258,11258,10868,10868,11819,11819
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CPn65-1,65,10667,16936,16936,17903,17903,15395,15395,17113,17113
,,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000
CPn65-2,65,11061,17167,17167,17553,17553,16387,16387,16945,16945
,,0.000,0.016,0.000,0.000,0.000,0.000,0.016,0.000
CPn65-3,65,9892,17634,17634,17871,17871,15325,15325,16184,16184
,,0.000,0.016,0.016,0.000,0.000,0.000,0.000,0.000
CPn65-4,65,10483,16672,16672,16285,16285,15141,15141,14929,14929
,,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000
CPn100-1,100,15276,32443,32443,30205,30205,26340,26340,29231,29231
,,0.016,0.016,0.000,0.000,0.016,0.016,0.000,0.000
CPn100-2,100,16729,30050,30050,31882,31882,29735,29735,29732,29732
,,0.016,0.016,0.016,0.016,0.031,0.016,0.016,0.000
CPn100-3,100,17499,33179,33179,31843,31843,27474,27474,30259,30259
,,0.016,0.031,0.000,0.000,0.016,0.016,0.016,0.000
CPn100-4,100,16831,30422,30422,32177,32177,27450,27450,29479,29479
,,0.016,0.016,0.000,0.000,0.000,0.000,0.000,0.000
am-25-3,50,100,100,100,100,100,100,100,100,100
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
am-25-10,50,275,275,275,275,275,275,275,275,275
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
am-25-20,50,525,525,525,525,525,525,525,525,525
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
am-50-3,100,200,200,200,200,200,200,200,200,200
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
am-50-10,100,550,550,550,550,550,550,550,550,550
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
am-50-20,100,1050,1050,1050,1050,1050,1050,1050,1050,1050
,,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000
am-75-3,150,300,300,300,300,300,300,300,300,300
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
am-75-10,150,825,825,825,825,825,825,825,825,825
,,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000
am-75-20,150,1575,1575,1575,1575,1575,1575,1575,1575,1575
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
am-100-3,200,400,400,400,400,400,400,400,400,400
,,0.000,0.000,0.016,0.000,0.016,0.000,0.000,0.000
am-100-10,200,1100,1100,1100,1100,1100,1100,1100,1100,1100
,,0.000,0.000,0.000,0.016,0.000,0.016,0.000,0.016
am-100-20,200,2100,2100,2100,2100,2100,2100,2100,2100,2100
,,0.016,0.000,0.000,0.016,0.000,0.016,0.000,0.000
am-125-3,250,500,500,500,500,500,500,500,500,500
,,0.000,0.016,0.000,0.000,0.016,0.000,0.000,0.000
am-125-10,250,1375,1375,1375,1375,1375,1375,1375,1375,1375
,,0.000,0.000,0.000,0.000,0.016,0.016,0.016,0.000
am-125-20,250,2625,2625,2625,2625,2625,2625,2625,2625,2625
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016
am-150-3,300,600,600,600,600,600,600,600,600,600
,,0.000,0.000,0.016,0.000,0.016,0.000,0.016,0.016
am-150-10,300,1650,1650,1650,1650,1650,1650,1650,1650,1650
,,0.016,0.016,0.016,0.000,0.000,0.016,0.016,0.016
am-150-20,300,3150,3150,3150,3150,3150,3150,3150,3150,3150
,,0.000,0.016,0.016,0.000,0.016,0.000,0.016,0.016
neg-c-00,50,621,727,727,744,744,621,621,621,621
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
neg-c-10,50,514,617,617,630,630,626,626,620,620
,,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000
neg-c-20,50,472,566,566,550,550,539,539,547,547
,,0.016,0.000,0.000,0.000,0.016,0.000,0.000,0.000
neg-c-30,50,489,555,555,572,572,554,554,556,556
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
neg-c-40,50,492,513,513,549,549,523,523,531,531
,,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000
neg-c-50,50,474,549,549,549,549,508,508,530,530
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
neg-c-60,50,393,431,431,418,418,426,426,429,429
,,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000
neg-c-70,50,404,452,452,452,452,443,443,443,443
,,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000
neg-c-80,50,296,309,309,309,309,309,309,309,309
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
neg-s-80,60,437,456,456,463,463,457,457,457,457
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
neg-tt-80,70,531,569,569,577,577,574,574,577,577
,,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000
corr40-1,40,1762,2168,2168,2168,2168,2107,2107,2161,2161
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
corr40-2,40,1620,1724,1724,1724,1724,1687,1687,1684,1684
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
corr40-3,40,2108,2206,2206,2228,2228,2234,2234,2254,2254
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
corr40-4,40,1939,2042,2042,2042,2042,2019,2019,2019,2019
,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
corr40-5,40,2121,2245,2245,2245,2245,2181,2181,2189,2189
